asset,entry_ts,entry_price,direction,take_profit,stop_loss,position_usd,leverage,confidence,entry_confidence,breakeven_activated,rr_ratio,max_hold_bar,trail_active,trail_peak,trail_stop,exit_ts,exit_price,outcome,pnl_usd,fold
TRX,2024-12-18 04:00:00+00:00,0.2728,-1.0,0.2238544,0.2788163714285714,1905.9071085256057,1.0,0.8256717920303345,0.8256717920303345,False,8.14,2024-12-23 08:00:00+00:00,True,0.2524,0.25529502800000003,2024-12-19 00:00:00+00:00,0.25529502800000003,trailing_sl_hit,119.82016008934781,3
NEAR,2024-12-18 16:00:00+00:00,6.037,-1.0,4.73302,6.197284642857142,3946.047322140538,2.0,0.9159497618675232,0.9159497618675232,False,8.14,2024-12-23 20:00:00+00:00,True,5.31,5.3709057,2024-12-19 00:00:00+00:00,5.3709057,trailing_sl_hit,430.2585149609385,3
ATOM,2024-12-18 20:00:00+00:00,7.655,-1.0,5.7981159999999985,7.883247357142857,5919.070983210808,3.0,0.9661014676094055,0.9661014676094055,False,8.14,2024-12-24 00:00:00+00:00,True,7.221,7.303824870000001,2024-12-19 00:00:00+00:00,7.303824870000001,trailing_sl_hit,263.84413940154917,3
ADA,2024-12-19 00:00:00+00:00,0.9777,1.0,1.0940670041927305,0.9329161116570218,6529.513094049685,3.0,0.9627666473388672,0.9627666473388672,False,2.6,2024-12-24 04:00:00+00:00,True,0.989,0.97765617,2024-12-19 12:00:00+00:00,0.97765617,trailing_sl_hit,-8.781083150843891,3
TRX,2024-12-19 00:00:00+00:00,0.2619,1.0,0.2856970204293896,0.2527417071213738,6529.513094049685,3.0,0.9353563785552979,0.9353563785552979,False,2.6,2024-12-24 04:00:00+00:00,True,0.2663,0.263245539,2024-12-19 12:00:00+00:00,0.263245539,trailing_sl_hit,25.057698342585347,3
DOT,2024-12-19 16:00:00+00:00,6.958,-1.0,4.740616000000001,7.2305598571428575,10902.867592405819,5.0,0.972582995891571,0.972582995891571,False,8.14,2024-12-24 20:00:00+00:00,True,6.76,6.837537200000001,2024-12-19 20:00:00+00:00,6.837537200000001,trailing_sl_hit,174.58596718742598,3
ARB,2024-12-19 20:00:00+00:00,0.7799,1.0,0.903951015261612,0.7321589169081988,4448.4400205560405,2.0,0.909850001335144,0.909850001335144,False,2.6,2024-12-25 00:00:00+00:00,True,0.814,0.8046634199999999,2024-12-20 00:00:00+00:00,0.8046634199999999,trailing_sl_hit,135.46409628182602,3
APT,2024-12-20 00:00:00+00:00,11.74,1.0,13.58756831240699,11.02896259224977,2258.086034348477,1.0,0.8490126132965088,0.8490126132965088,False,2.6,2024-12-25 04:00:00+00:00,False,,,2024-12-20 08:00:00+00:00,11.4,mss_invalidation,-68.3315298751881,3
ARB,2024-12-20 08:00:00+00:00,0.6706,-1.0,0.3886684,0.7052549071428571,4482.00630375936,2.0,0.901067316532135,0.901067316532135,False,8.14,2024-12-25 12:00:00+00:00,False,,,2024-12-20 12:00:00+00:00,0.7052549071428571,sl,-237.44532616458733,3
ICP,2024-12-20 12:00:00+00:00,10.09,1.0,13.455678571428571,9.192485714285715,3272.4627305078,2.0,0.919348955154419,0.919348955154419,False,3.75,2024-12-25 16:00:00+00:00,True,11.387,11.256391110000001,2024-12-21 04:00:00+00:00,11.256391110000001,trailing_sl_hit,374.03830951779554,3
APT,2024-12-21 16:00:00+00:00,9.49,-1.0,4.925040000000002,10.051122857142857,4550.302795435964,2.0,0.8656063675880432,0.8656063675880432,False,8.14,2024-12-26 20:00:00+00:00,True,9.26,9.366212200000001,2024-12-21 20:00:00+00:00,9.366212200000001,trailing_sl_hit,53.43887110575015,3
