period,total_trades,long_trades,short_trades,total_return_pct,net_profit_usd,win_rate_pct,long_win_rate_pct,short_win_rate_pct,profit_factor,expectancy_usd,avg_win_usd,avg_loss_usd,max_drawdown_pct,sharpe_ratio,exits_trailing_sl_hit,exits_sl,exits_time
Mar 01 2026 – Mar 10 2026,14,11,3,-0.51,-25.37,57.14,54.55,66.67,0.93,-1.81,42.0,-60.23,-4.48,-0.374,9,4,1
