period,total_trades,long_trades,short_trades,total_return_pct,net_profit_usd,win_rate_pct,long_win_rate_pct,short_win_rate_pct,profit_factor,expectancy_usd,avg_win_usd,avg_loss_usd,max_drawdown_pct,sharpe_ratio,exits_trailing_sl_hit,exits_sl,exits_mss_invalidation
Jan 24 2026 – Mar 09 2026,36,22,14,32.49,1624.72,69.44,63.64,78.57,3.242,43.12,93.97,-72.46,-3.97,6.352,27,7,2
