asset,entry_ts,entry_price,direction,take_profit,stop_loss,position_usd,leverage,confidence,entry_confidence,breakeven_activated,rr_ratio,max_hold_bar,exit_ts,exit_price,outcome,pnl_usd,fold
AVAX,2023-12-12 00:00:00+00:00,41.94,-1.0,26.555919999999997,43.831004285714286,10568.947245243971,5.0,0.9908596873283386,0.9908596873283386,False,8.14,2023-12-17 04:00:00+00:00,2023-12-16 08:00:00+00:00,41.85,mss_invalidation,8.940512884280556,1
FIL,2023-12-16 04:00:00+00:00,5.245,-1.0,4.226948,5.3701385,5048.425789294016,2.0,0.91679847240448,0.91679847240448,False,8.14,2023-12-21 08:00:00+00:00,2023-12-16 12:00:00+00:00,5.24,mss_invalidation,-1.7503455286619078,1
AVAX,2023-12-16 08:00:00+00:00,43.64,-1.0,31.782639999999994,45.09750142857143,7579.344068604234,3.0,0.927381694316864,0.927381694316864,False,8.14,2023-12-21 12:00:00+00:00,2023-12-16 12:00:00+00:00,43.65,mss_invalidation,-11.589935572550017,1
ARB,2023-12-12 20:00:00+00:00,1.2521,-1.0,0.9423996,1.2901682357142856,4227.5788980975885,2.0,0.9171280264854431,0.9171280264854431,False,8.14,2023-12-18 00:00:00+00:00,2023-12-18 00:00:00+00:00,1.0864,time,555.2403736733985,1
SUI,2023-12-16 00:00:00+00:00,0.6233,1.0,0.6863684897426486,0.599028066369079,2243.567336503736,1.0,0.8471313714981079,0.8471313714981079,False,2.6,2023-12-21 04:00:00+00:00,2023-12-18 00:00:00+00:00,0.599028066369079,sl,-90.28342317538326,1
AVAX,2023-12-16 12:00:00+00:00,44.89,-1.0,32.529999999999994,46.409285714285716,7569.338857778324,3.0,0.9590836763381958,0.9590836763381958,False,8.14,2023-12-21 16:00:00+00:00,2023-12-21 16:00:00+00:00,45.67,time,-139.09271397622567,1
FIL,2023-12-16 16:00:00+00:00,5.86,-1.0,4.467028,6.0312235,7569.338857778324,3.0,0.9247236251831055,0.9247236251831055,False,8.14,2023-12-21 20:00:00+00:00,2023-12-21 20:00:00+00:00,5.499,time,458.7329354865868,1
POL,2023-12-18 00:00:00+00:00,0.8069,-1.0,0.7067015999999999,0.8192163428571428,5278.704380434557,2.0,0.8984618782997131,0.8984618782997131,False,8.14,2023-12-23 04:00:00+00:00,2023-12-22 00:00:00+00:00,0.8192163428571428,sl,-87.43529002959286,1
ARB,2023-12-18 00:00:00+00:00,1.0864,1.0,1.170498414773272,1.09211,5278.704380434557,2.0,0.8966403007507324,0.8966403007507324,True,2.6,2023-12-23 04:00:00+00:00,2023-12-22 00:00:00+00:00,1.170498414773272,tp,403.34672865645143,1
ARB,2023-12-22 04:00:00+00:00,1.2821,-1.0,1.0758528000000003,1.3074518142857143,8394.72031575475,3.0,0.9533736705780029,0.9533736705780029,False,8.14,2023-12-27 08:00:00+00:00,2023-12-22 08:00:00+00:00,1.2822,mss_invalidation,-11.567899714104437,1
POL,2023-12-22 08:00:00+00:00,0.8578,-1.0,0.7411216,0.8721420571428572,8386.044390969171,3.0,0.9610303640365601,0.9610303640365601,False,8.14,2023-12-27 12:00:00+00:00,2023-12-22 20:00:00+00:00,0.8578,mss_invalidation,-10.901857708259922,1
ARB,2023-12-22 08:00:00+00:00,1.3331,1.0,1.4519361047023986,1.3515549999999998,5590.696260646115,2.0,0.8837662935256958,0.8837662935256958,True,2.6,2023-12-27 12:00:00+00:00,2023-12-23 00:00:00+00:00,1.4519361047023986,tp,492.7789430683244,1
APT,2023-12-22 20:00:00+00:00,9.2589,-1.0,7.664789600000001,9.454847342857143,8377.867997687976,3.0,0.9548934102058411,0.9548934102058411,False,8.14,2023-12-28 00:00:00+00:00,2023-12-23 00:00:00+00:00,9.454847342857143,sl,-188.19317279156004,1
NEAR,2023-12-21 16:00:00+00:00,3.606,-1.0,2.553752,3.735341857142857,5209.158023446444,2.0,0.9177992343902588,0.9177992343902588,False,8.14,2023-12-26 20:00:00+00:00,2023-12-23 20:00:00+00:00,3.53,mss_invalidation,103.01622817515748,1
DOT,2023-12-21 20:00:00+00:00,8.42,-1.0,6.92444,8.603833571428572,8157.786736784606,3.0,0.9639812111854553,0.9639812111854553,False,8.14,2023-12-27 00:00:00+00:00,2023-12-24 00:00:00+00:00,8.326,mss_invalidation,80.46755577635437,1
DOT,2023-12-24 00:00:00+00:00,8.8,-1.0,7.025928,9.018068142857144,8743.920163359184,3.0,0.9276135563850403,0.9276135563850403,False,8.14,2023-12-29 04:00:00+00:00,2023-12-24 08:00:00+00:00,8.592,mss_invalidation,195.30738037612304,1
UNI,2023-12-24 12:00:00+00:00,6.931,-1.0,5.749796000000001,7.0761930714285715,5926.933799094185,2.0,0.8793358206748962,0.8793358206748962,False,8.14,2023-12-29 16:00:00+00:00,2023-12-24 16:00:00+00:00,6.933,mss_invalidation,-9.41528195183457,1
NEAR,2023-12-23 20:00:00+00:00,3.902,-1.0,2.661468,4.054485642857143,8683.569496526918,3.0,0.936011791229248,0.936011791229248,False,8.14,2023-12-29 00:00:00+00:00,2023-12-25 16:00:00+00:00,4.047,mss_invalidation,-333.973821533696,1
SUI,2023-12-23 20:00:00+00:00,0.7534,-1.0,0.5989823999999999,0.7723809428571429,5789.046331017946,2.0,0.8997265696525574,0.8997265696525574,False,8.14,2023-12-29 00:00:00+00:00,2023-12-25 16:00:00+00:00,0.7607,mss_invalidation,-63.61819216081376,1
UNI,2023-12-24 16:00:00+00:00,7.048,-1.0,5.774508000000001,7.204537071428572,8883.3392371774,3.0,0.9338588118553162,0.9338588118553162,False,8.14,2023-12-29 20:00:00+00:00,2023-12-26 08:00:00+00:00,6.779,mss_invalidation,327.50078708484784,1
APT,2023-12-25 16:00:00+00:00,10.6608,-1.0,8.3252956,10.947879164285714,8585.14522690652,3.0,0.9633617401123047,0.9633617401123047,False,8.14,2023-12-30 20:00:00+00:00,2023-12-26 20:00:00+00:00,10.4265,mss_invalidation,177.52116685039442,1
