asset,entry_ts,entry_price,direction,take_profit,stop_loss,position_usd,leverage,confidence,entry_confidence,breakeven_activated,rr_ratio,max_hold_bar,trail_active,trail_peak,trail_stop,exit_ts,exit_price,outcome,pnl_usd
APT,2026-01-01 16:00:00+00:00,1.85,1.0,1.9766478278666082,1.8012595325332503,6326.951292303671,3.0,0.96262127161026,0.96262127161026,False,2.6,2026-01-06 20:00:00+00:00,True,1.885,1.86337905,2026-01-02 04:00:00+00:00,1.86337905,trailing_sl_hit,37.530962069894464
ARB,2026-01-02 16:00:00+00:00,0.2073,1.0,0.22081619675551195,0.20209828624514523,10835.71339412666,5.0,0.9777323007583618,0.9777323007583618,False,2.6,2026-01-07 20:00:00+00:00,True,0.2116,0.20917294800000003,2026-01-03 04:00:00+00:00,0.20917294800000003,trailing_sl_hit,83.81385107341865
ICP,2026-01-02 20:00:00+00:00,3.158,1.0,3.6214999999999997,3.0343999999999998,4876.071027356997,3.0,0.9293042421340942,0.9293042421340942,False,3.75,2026-01-08 00:00:00+00:00,True,3.217,3.18010101,2026-01-03 04:00:00+00:00,3.18010101,trailing_sl_hit,27.78590010785822
SUI,2026-01-04 00:00:00+00:00,1.7044,-1.0,1.4476828,1.7359555642857143,6585.127849861954,3.0,0.930966854095459,0.930966854095459,False,8.14,2026-01-09 04:00:00+00:00,True,1.6783,1.697550101,2026-01-04 08:00:00+00:00,1.697550101,trailing_sl_hit,17.904635762816618
OP,2026-01-04 00:00:00+00:00,0.3148,-1.0,0.2778024,0.3193477285714286,6585.127849861954,3.0,0.9545066356658936,0.9545066356658936,False,8.14,2026-01-09 04:00:00+00:00,False,,,2026-01-04 12:00:00+00:00,0.3166,mss_invalidation,-46.21387500326815
ICP,2026-01-04 08:00:00+00:00,3.243,-1.0,2.8862142857142854,3.338142857142857,4948.917245013049,3.0,0.9628748297691345,0.9628748297691345,False,3.75,2026-01-09 12:00:00+00:00,True,3.175,3.2114172500000002,2026-01-04 12:00:00+00:00,3.2114172500000002,trailing_sl_hit,41.76265060335605
ARB,2026-01-04 12:00:00+00:00,0.2153,-1.0,0.1900032,0.21840947142857142,10992.029847306885,5.0,0.9743688106536865,0.9743688106536865,False,8.14,2026-01-09 16:00:00+00:00,True,0.2119,0.214330493,2026-01-04 20:00:00+00:00,0.214330493,trailing_sl_hit,35.2080383056666
NEAR,2026-01-05 00:00:00+00:00,1.793,-1.0,1.5898839999999999,1.8179669285714286,4414.415958075588,2.0,0.8982939720153809,0.8982939720153809,False,8.14,2026-01-10 04:00:00+00:00,True,1.709,1.7286022300000001,2026-01-05 12:00:00+00:00,1.7286022300000001,trailing_sl_hit,152.81036329938763
FIL,2026-01-05 12:00:00+00:00,1.651,-1.0,1.39762,1.682145357142857,4490.821139725282,2.0,0.8571025729179382,0.8571025729179382,False,8.14,2026-01-10 16:00:00+00:00,True,1.541,1.5586752700000002,2026-01-06 00:00:00+00:00,1.5586752700000002,trailing_sl_hit,245.29085390141483
TRX,2026-01-03 16:00:00+00:00,0.2936,1.0,0.29832534752712386,0.291781448104602,6585.127849861954,3.0,0.9377011656761169,0.9377011656761169,False,2.6,2026-01-08 20:00:00+00:00,False,,,2026-01-06 08:00:00+00:00,0.291781448104602,sl,-49.34880221573622
ATOM,2026-01-06 08:00:00+00:00,2.423,-1.0,2.1218279999999994,2.4600199285714286,4588.792165568121,2.0,0.8540610074996948,0.8540610074996948,False,8.14,2026-01-11 12:00:00+00:00,False,,,2026-01-06 12:00:00+00:00,2.423,mss_invalidation,-5.965429815238557
APT,2026-01-06 16:00:00+00:00,1.907,1.0,2.0568488585178017,1.8493306065603499,0.0,0.0,0.7271693348884583,0.7271693348884583,False,2.6,2026-01-11 20:00:00+00:00,True,1.979,1.9563008700000002,2026-01-07 00:00:00+00:00,1.9563008700000002,trailing_sl_hit,0.0
FIL,2026-01-08 08:00:00+00:00,1.475,1.0,1.6199532281969078,1.419214691857384,6878.714175990754,3.0,0.9407964944839478,0.9407964944839478,False,2.6,2026-01-13 12:00:00+00:00,True,1.505,1.48773765,2026-01-08 16:00:00+00:00,1.48773765,trailing_sl_hit,50.46014860430178
POL,2026-01-09 00:00:00+00:00,0.1413,-1.0,0.114726,0.1445664642857143,6916.559287443979,3.0,0.9419205784797668,0.9419205784797668,False,8.14,2026-01-14 04:00:00+00:00,False,,,2026-01-09 04:00:00+00:00,0.1413,mss_invalidation,-8.991527073677172
AVAX,2026-01-08 04:00:00+00:00,13.9,1.0,14.830169760969879,13.542023793563537,6878.714175990754,3.0,0.942551851272583,0.942551851272583,False,2.6,2026-01-13 08:00:00+00:00,True,14.17,14.0074701,2026-01-09 12:00:00+00:00,14.0074701,trailing_sl_hit,44.24156368381252
ICP,2026-01-07 16:00:00+00:00,3.275,1.0,3.8294642857142858,3.1271428571428572,3439.357087995377,2.0,0.9079216718673706,0.9079216718673706,False,3.75,2026-01-12 20:00:00+00:00,True,3.393,3.35408229,2026-01-09 16:00:00+00:00,3.35408229,trailing_sl_hit,78.57989979977587
POL,2026-01-09 04:00:00+00:00,0.1486,1.0,0.16364874189944403,0.1428084856304215,11516.359403564536,5.0,0.9787769913673401,0.9787769913673401,False,2.6,2026-01-14 08:00:00+00:00,True,0.1602,0.15836250600000001,2026-01-09 16:00:00+00:00,0.15836250600000001,trailing_sl_hit,741.6137110758725
DOT,2026-01-09 12:00:00+00:00,2.105,1.0,2.2629372912218875,2.0442177699826414,2314.3322716338603,1.0,0.8241783380508423,0.8241783380508423,False,2.6,2026-01-14 16:00:00+00:00,True,2.144,2.1194083200000002,2026-01-09 16:00:00+00:00,2.1194083200000002,trailing_sl_hit,12.83252717087986
POL,2026-01-10 04:00:00+00:00,0.1687,1.0,0.19296529811225768,0.15936149026687482,12612.94403072746,5.0,0.9705703854560852,0.9705703854560852,False,2.6,2026-01-15 08:00:00+00:00,True,0.176,0.17398128,2026-01-10 08:00:00+00:00,0.17398128,trailing_sl_hit,378.46084348086237
TRX,2026-01-10 20:00:00+00:00,0.3024,-1.0,0.292718,0.30359010714285717,7851.612051047123,3.0,0.946326494216919,0.946326494216919,False,8.14,2026-01-16 00:00:00+00:00,True,0.2984,0.301822648,2026-01-11 16:00:00+00:00,0.301822648,trailing_sl_hit,4.78345962760688
ICP,2026-01-11 20:00:00+00:00,3.153,1.0,3.4914642857142857,3.062742857142857,5891.399734325871,3.0,0.9630451798439026,0.9630451798439026,False,3.75,2026-01-17 00:00:00+00:00,True,3.242,3.20481426,2026-01-12 00:00:00+00:00,3.20481426,trailing_sl_hit,89.15644123922083
AVAX,2026-01-11 20:00:00+00:00,13.7,1.0,14.255547614675372,13.48619727716266,5236.799763845218,2.0,0.8904188275337219,0.8904188275337219,False,2.6,2026-01-17 00:00:00+00:00,True,14.22,14.056896600000002,2026-01-12 00:00:00+00:00,14.056896600000002,trailing_sl_hit,129.61522823380224
OP,2026-01-12 12:00:00+00:00,0.3153,1.0,0.3385648866988576,0.3063464990014862,0.0,0.0,0.7011609077453613,0.7011609077453613,False,2.6,2026-01-17 16:00:00+00:00,True,0.32,0.3163296,2026-01-12 16:00:00+00:00,0.3163296,trailing_sl_hit,0.0
SUI,2026-01-12 12:00:00+00:00,1.8038,1.0,1.923572660068135,1.7577054436243025,0.0,0.0,0.6980000138282776,0.6980000138282776,False,2.6,2026-01-17 16:00:00+00:00,True,1.8248,1.803869544,2026-01-12 16:00:00+00:00,1.803869544,trailing_sl_hit,-0.0
ICP,2026-01-12 12:00:00+00:00,3.164,1.0,3.495392857142857,3.0756285714285716,2004.8195994681485,1.0,0.8387209177017212,0.8387209177017212,False,3.75,2026-01-17 16:00:00+00:00,True,3.747,3.70402191,2026-01-13 12:00:00+00:00,3.70402191,trailing_sl_hit,339.5702545302438
OP,2026-01-13 12:00:00+00:00,0.3442,1.0,0.3730629335440539,0.33309208842270377,5515.970725846852,2.0,0.9030086398124695,0.9030086398124695,False,2.6,2026-01-18 16:00:00+00:00,True,0.3651,0.360912303,2026-01-13 16:00:00+00:00,0.360912303,trailing_sl_hit,260.65194029196687
FIL,2026-01-13 12:00:00+00:00,1.566,1.0,1.6956277767575871,1.516112698004621,5515.970725846852,2.0,0.8799619078636169,0.8799619078636169,False,2.6,2026-01-18 16:00:00+00:00,True,1.598,1.5796709400000002,2026-01-13 16:00:00+00:00,1.5796709400000002,trailing_sl_hit,40.982817133544344
ICP,2026-01-13 12:00:00+00:00,3.677,1.0,4.179714285714286,3.542942857142857,2068.4890221925693,1.0,0.8314868211746216,0.8314868211746216,False,3.75,2026-01-18 16:00:00+00:00,True,3.746,3.70303338,2026-01-13 16:00:00+00:00,3.70303338,trailing_sl_hit,11.95599030883455
UNI,2026-01-12 12:00:00+00:00,5.389,1.0,5.662091030509005,5.40625,8019.278397872594,3.0,0.9674293398857117,0.9674293398857117,True,2.6,2026-01-17 16:00:00+00:00,True,5.806,5.73940518,2026-01-13 20:00:00+00:00,5.73940518,trailing_sl_hit,511.006871739596
OP,2026-01-13 16:00:00+00:00,0.3558,1.0,0.3887710059437607,0.3431110951082361,14181.915249285063,5.0,0.9681556820869446,0.9681556820869446,False,2.6,2026-01-18 20:00:00+00:00,True,0.3764,0.372082692,2026-01-13 20:00:00+00:00,0.372082692,trailing_sl_hit,630.579131238919
TRX,2026-01-13 20:00:00+00:00,0.3071,1.0,0.31401773849691555,0.3044377055585389,9365.338651804923,3.0,0.9640259742736816,0.9640259742736816,False,2.6,2026-01-19 00:00:00+00:00,False,,,2026-01-14 04:00:00+00:00,0.3044377055585389,sl,-93.36441935871414
AVAX,2026-01-13 20:00:00+00:00,14.75,1.0,15.778082367387759,14.354342087622856,15608.897753008205,5.0,0.9830342531204224,0.9830342531204224,False,2.6,2026-01-19 00:00:00+00:00,True,14.95,14.7785235,2026-01-14 16:00:00+00:00,14.7785235,trailing_sl_hit,9.892866484339182
ICP,2026-01-14 16:00:00+00:00,4.416,1.0,5.326607142857143,4.173171428571429,11628.418733936427,5.0,0.9757727384567261,0.9757727384567261,False,3.75,2026-01-19 20:00:00+00:00,True,4.723,4.66882719,2026-01-14 20:00:00+00:00,4.66882719,trailing_sl_hit,650.6394941976263
ICP,2026-01-14 20:00:00+00:00,4.541,1.0,5.549642857142857,4.272028571428572,12238.393259746703,5.0,0.9726292490959167,0.9726292490959167,False,3.75,2026-01-20 00:00:00+00:00,True,4.822,4.76669166,2026-01-15 00:00:00+00:00,4.76669166,trailing_sl_hit,592.3489063190442
TRX,2026-01-15 20:00:00+00:00,0.3126,1.0,0.3218804122604775,0.3090284296108398,10234.976287536645,3.0,0.9555280208587646,0.9555280208587646,False,2.6,2026-01-21 00:00:00+00:00,False,,,2026-01-16 04:00:00+00:00,0.3090284296108398,sl,-130.2438512669595
POL,2026-01-16 04:00:00+00:00,0.1484,1.0,0.1644704386620654,0.14221528522060572,3379.0977996954753,1.0,0.7750492095947266,0.7750492095947266,False,2.6,2026-01-21 08:00:00+00:00,False,,,2026-01-16 08:00:00+00:00,0.1485,mss_invalidation,-2.1158070589470404
APT,2026-01-15 16:00:00+00:00,1.784,1.0,1.979612359343551,1.708718504870684,0.0,0.0,0.7251496315002441,0.7251496315002441,False,2.6,2026-01-20 20:00:00+00:00,True,1.812,1.7912163600000002,2026-01-16 12:00:00+00:00,1.7912163600000002,trailing_sl_hit,0.0
POL,2026-01-16 08:00:00+00:00,0.1446,-1.0,0.11394720000000001,0.14836782857142858,10135.706543792216,3.0,0.9201280474662781,0.9201280474662781,False,8.14,2026-01-21 12:00:00+00:00,True,0.1384,0.13998744800000001,2026-01-16 16:00:00+00:00,0.13998744800000001,trailing_sl_hit,310.1394424196385
SUI,2026-01-16 12:00:00+00:00,1.7229,-1.0,1.4265484000000002,1.7593274071428573,3378.5688479307387,1.0,0.797785758972168,0.797785758972168,False,8.14,2026-01-21 16:00:00+00:00,False,,,2026-01-16 16:00:00+00:00,1.7593274071428573,sl,-75.82548037162738
ATOM,2026-01-15 12:00:00+00:00,2.487,1.0,2.672395391717337,2.415650508968842,6823.31752502443,2.0,0.8683192133903503,0.8683192133903503,False,2.6,2026-01-20 16:00:00+00:00,True,2.601,2.57116653,2026-01-17 20:00:00+00:00,2.57116653,trailing_sl_hit,222.0484484436423
TRX,2026-01-17 20:00:00+00:00,0.3188,-1.0,0.3018256,0.3208864857142857,6985.318901107304,2.0,0.8703830242156982,0.8703830242156982,False,8.14,2026-01-23 00:00:00+00:00,True,0.315,0.31861305,2026-01-18 12:00:00+00:00,0.31861305,trailing_sl_hit,-4.984599111710023
SUI,2026-01-18 20:00:00+00:00,1.6962,-1.0,1.524808,1.7172674285714284,17457.06650387862,5.0,0.9780745506286621,0.9780745506286621,False,8.14,2026-01-24 00:00:00+00:00,True,1.517,1.53439999,2026-01-19 00:00:00+00:00,1.53439999,trailing_sl_hit,1642.5301590809938
NEAR,2026-01-18 20:00:00+00:00,1.629,-1.0,1.3904520000000002,1.6583222142857144,6982.826601551448,2.0,0.9090624451637268,0.9090624451637268,False,8.14,2026-01-24 00:00:00+00:00,True,1.449,1.4656200300000002,2026-01-19 00:00:00+00:00,1.4656200300000002,trailing_sl_hit,691.2624117756727
FIL,2026-01-18 20:00:00+00:00,1.45,-1.0,1.2143359999999999,1.4789677142857143,3491.413300775724,1.0,0.8260104060173035,0.8260104060173035,False,8.14,2026-01-24 00:00:00+00:00,True,1.256,1.2704063200000002,2026-01-19 00:00:00+00:00,1.2704063200000002,trailing_sl_hit,427.89962001054903
ICP,2026-01-19 00:00:00+00:00,3.873,1.0,4.681071428571428,3.657514285714286,6272.754522738793,2.0,0.8925317525863647,0.8925317525863647,False,3.75,2026-01-24 04:00:00+00:00,True,4.433,4.38215349,2026-01-19 08:00:00+00:00,4.38215349,trailing_sl_hit,816.4761594162675
APT,2026-01-19 00:00:00+00:00,1.648,-1.0,1.3134559999999997,1.689122,8363.672696985057,2.0,0.9097346663475037,0.9097346663475037,False,8.14,2026-01-24 04:00:00+00:00,True,1.576,1.5940767200000001,2026-01-19 16:00:00+00:00,1.5940767200000001,trailing_sl_hit,262.79025017103027
POL,2026-01-19 00:00:00+00:00,0.1391,1.0,0.15095593951625222,0.13453723691109587,20909.181742462642,5.0,0.9739489555358887,0.9739489555358887,False,2.6,2026-01-24 04:00:00+00:00,False,,,2026-01-20 04:00:00+00:00,0.13453723691109587,sl,-713.0456506699227
SUI,2026-01-20 12:00:00+00:00,1.5163,1.0,1.6457787793130383,1.4664700397310524,21366.95769110936,5.0,0.9733306169509888,0.9733306169509888,False,2.6,2026-01-25 16:00:00+00:00,False,,,2026-01-20 20:00:00+00:00,1.4991,mss_invalidation,-270.1510292278681
SUI,2026-01-20 20:00:00+00:00,1.4697,-1.0,1.1919295999999997,1.5038434142857142,8411.70756182981,2.0,0.9188858270645142,0.9188858270645142,False,8.14,2026-01-26 00:00:00+00:00,False,,,2026-01-21 00:00:00+00:00,1.5038434142857142,sl,-206.35225469043874
AVAX,2026-01-20 20:00:00+00:00,12.09,1.0,13.037198040346901,11.72547045339994,4205.853780914905,1.0,0.8092445731163025,0.8092445731163025,False,2.6,2026-01-26 00:00:00+00:00,True,12.39,12.2478867,2026-01-21 04:00:00+00:00,12.2478867,trailing_sl_hit,49.45781391865511
ICP,2026-01-21 16:00:00+00:00,3.732,1.0,4.430142857142858,3.5458285714285713,0.0,0.0,0.7369370460510254,0.7369370460510254,False,3.75,2026-01-26 20:00:00+00:00,True,3.786,3.7425745800000003,2026-01-21 20:00:00+00:00,3.7425745800000003,trailing_sl_hit,0.0
OP,2026-01-21 16:00:00+00:00,0.3147,1.0,0.3472027282608925,0.30219131196273497,0.0,0.0,0.7339589595794678,0.7339589595794678,False,2.6,2026-01-26 20:00:00+00:00,True,0.3269,0.32315045700000006,2026-01-22 04:00:00+00:00,0.32315045700000006,trailing_sl_hit,0.0
ARB,2026-01-23 12:00:00+00:00,0.1781,1.0,0.19414915331284413,0.17192347689581022,8333.260341443918,2.0,0.8749387264251709,0.8749387264251709,False,2.6,2026-01-28 16:00:00+00:00,True,0.1826,0.18050557800000003,2026-01-23 16:00:00+00:00,0.18050557800000003,trailing_sl_hit,101.72323401906584
POL,2026-01-23 12:00:00+00:00,0.1299,1.0,0.14252221208821822,0.125042336603734,0.0,0.0,0.7326067686080933,0.7326067686080933,False,2.6,2026-01-28 16:00:00+00:00,True,0.1323,0.130782519,2026-01-23 16:00:00+00:00,0.130782519,trailing_sl_hit,0.0
