period,total_trades,long_trades,short_trades,total_return_pct,net_profit_usd,win_rate_pct,long_win_rate_pct,short_win_rate_pct,profit_factor,expectancy_usd,avg_win_usd,avg_loss_usd,max_drawdown_pct,sharpe_ratio,exits_trailing_sl_hit,exits_sl,exits_mss_invalidation,exits_time
Mar 01 2026 – Mar 10 2026 (1h MSS),16,12,4,-2.48,-124.11,43.75,41.67,50.0,0.724,-11.27,46.48,-56.18,-4.48,-2.216,8,5,2,1
